罪不及奴 罪不及孥
置若惘闻 置若罔闻
羁靡 羁縻
美仑美奂 美轮美奂
羽扇伦巾 羽扇纶巾
翁中捉鳖 瓮中捉鳖
翁声翁气 瓮声瓮气
翱游 遨游
翻复无常 反复无常
翻覆无常 反复无常,翻复无常
老俩口 老两口
老声常谈 老生常谈
老奸巨滑 老奸巨猾
老实本份 老实本分
老态龙肿 老态龙钟
老生长谈 老生常谈
老陈持重 老成持重
老骥伏沥 老骥伏枥
耳儒目染 耳濡目染
耳根清静 耳根清净
肄无忌惮 肆无忌惮
肆无忌殚 肆无忌惮
肖象 肖像
肺腹之言 肺腑之言
肿涨 肿胀
胀红了脸 涨红了脸
能曲能伸 能屈能伸
能言善辨 能言善辩
脉博 脉搏
脉博微弱 脉搏微弱
脉胳分明 脉络分明
脉膊微弱 脉搏微弱
脍灸人口 脍炙人口
脏款 赃款
脑羞成怒 老羞成怒
脱颍而出 脱颖而出
腾挪跌荡 腾挪跌宕
膺品 赝品
自名不凡 自命不凡
自名得意 自鸣得意
自命得意 自鸣得意
自学成才 自学成材
自怨自弋 自怨自艾
自我吹吁 自我吹嘘
自抱自弃 自暴自弃
自曝自弃 自暴自弃
自立更生 自力更生
自顾不遐 自顾不暇
自食其利 自食其力
至理明言 至理名言
舍身取义 舍生取义
舔犊情深 舐犊情深
良晨美景 良辰美景
良秀不齐 良莠不齐
艰不可摧 坚不可摧
艰壁清野 坚壁清野
艰苦倍尝 艰苦备尝
艰苦扑素 艰苦朴素
色励内荏 色厉内荏
花田酒地 花天酒地
苍海桑田 沧海桑田
若及若离 若即若离
苦心孤旨 苦心孤诣
苦思瞑想 苦思冥想
英雄倍出 英雄辈出
英雄气慨 英雄气概
茫无头序 茫无头绪
草官人命 草菅人命
草木雕零 草木凋零
草管人命 草菅人命
莫不关心 漠不关心
莫中一是 莫衷一是
莫可明状 莫可名状
莫哀一是 莫衷一是
莫明其妙 莫名其妙
萎糜不振 萎靡不振
蓄意抱复 蓄意报复
蓝球健将 篮球健将
蓦捐 募捐
蓬壁增辉 蓬荜增辉
蔽帚自珍 敝帚自珍
薄暮冥冥 薄暮暝暝
藏诟纳污 藏垢纳污
藕断丝联 藕断丝连
虎视眈耽 虎视眈眈
虎视耽耽 虎视眈眈
虚座以待 虚左以待
虚无缥渺 虚无缥缈
虚无缥渺 虚无飘渺
虚无飘缈 虚无缥缈
蛛丝蚂迹 蛛丝马迹
蜂涌而上 蜂拥而上
蜂涌而至 蜂拥而至
蜇伏 蛰伏
蜇居 蛰居
蜡梅盛开 腊梅盛开
蝉连冠军 蝉联冠军
融汇贯通 融会贯通
行踪鬼秘 行踪诡秘
表本兼治 标本兼治
装祯 装帧
装腔做势 装腔作势
裨官野史 稗官野史
褴竽充数 滥竽充数
要言不繁 要言不烦
观磨教学 观摩教学
规规矩距 规规矩矩
觥畴交错 觥筹交错
言不由中 言不由衷
言之足足 言之凿凿
言简意该 言简意赅
言简意骇 言简意赅
言谈恢谐 言谈诙谐
誉写文章 誊写文章
誓死如归 视死如归
计划慎密 计划缜密
计日成功 计日程功
认罪服法 认罪伏法
认识浮浅 认识肤浅
记忆尤新 　记忆犹新
记忆尤新 记忆犹新
评头评足 品头评足
词不达义 词不达意
诛连无辜 株连无辜
诩诩如生 栩栩如生
语无仑次 语无伦次
语无纶次 语无伦次
语无论次 语无伦次
读书扎记 读书札记
诽夷所思 匪夷所思
调以轻心 掉以轻心
谆谆告戒 谆谆告诫
谈笑风声 谈笑风生
谋取暴利 牟取暴利
谍谍不休 喋喋不休
谎谬绝伦 荒谬绝伦
豆寇年华 豆蔻年华
貌和神离 貌合神离
财物科 财务科
责无旁代 责无旁贷
贪脏枉法 贪赃枉法
贮立 伫立
贯输知识 灌输知识
费寝忘食 废寝忘食
贻然自得 怡然自得
赞不决口 赞不绝口
赞叹不己 赞叹不已
赤博上阵 赤膊上阵
走头无路 走投无路
走途无路 走投无路
赳纠武夫 赳赳武夫
起用试卷 启用试卷
趁心如意 称心如意
越俎代包 越俎代庖
趋之若骛 趋之若鹜
趋炎赴势 趋炎附势
跃武扬威 耀武扬威
跚跚来迟 姗姗来迟
躁热 燥热
身体嬴弱 身体羸弱
身体赢弱 身体羸弱
轮功行赏 论功行赏
轰堂大笑 哄堂大笑
轶序井然 秩序井然
轻举忘动 轻举妄动
轻歌慢舞 轻歌曼舞
辍句成文 缀句成文
辨证法 辩证法
辨证理论 辩证理论
辩析 辨析
辩辨是非 明辨是非
辰己午未 辰巳午未
迁徒 迁徙
过尤不及 过犹不及
运筹帷握 运筹帷幄
运筹惟幄 运筹帷幄
还壁归赵 还璧归赵
这到不错 这倒不错
远大报负 远大抱负
远见灼识 远见卓识
连篇累椟 连篇累牍
连锁反映 连锁反应
迫不急待 迫不及待
迭床架屋 叠床架屋
迷天大谎 弥天大谎
追朔 追溯
追本朔源 追本溯源
退化变质 蜕化变质
通情达礼 通情达理
通货澎胀 通货膨胀
通货膨涨 通货膨胀
通辑 通缉
通霄不眠 通宵不眠
通霄达旦 通宵达旦
造事者 肇事者
造谣装骗 招摇撞骗
道理深粤 道理深奥
遗害无穷 贻害无穷
遗笑大方 贻笑大方
遨翔 翱翔
遮天避日 遮天蔽日
酒中渗水 酒中掺水
醍醐贯顶 醍醐灌顶
醮水 蘸水
重整旗鼓 重振旗鼓
重迭 重叠
重重迭迭 重重叠叠
金刚努目 金刚怒目
金壁辉煌 金碧辉煌
金榜提名 金榜题名
金殴无缺 金瓯无缺
金石可褛 金石可镂
金钢钻头 金刚钻头
针炙疗法 针灸疗法
针贬 针砭
针贬时弊 针砭时弊
钓消执照 吊销执照
钟灵玉秀 钟灵毓秀
销脏灭迹 销赃灭迹
锋芒必露 锋芒毕露
错手不及 措手不及
错落有制 错落有致
长嘘短叹 长吁短叹
门可落雀 门可罗雀
门廷若市 门庭若市
门里出生 门里出身
闪烁其词 闪烁其辞
闲情逸志 闲情逸致
闻过饰非 文过饰非
防患未燃 防患未然
防碍 妨碍
阴谋鬼计 阴谋诡计
阻击敌人 狙击敌人
阿谀奉迎 阿谀逢迎
陈词烂调 陈词滥调
陈陈相应 陈陈相因
降龙服虎 降龙伏虎
除恶勿尽 除恶务尽
除旧补新 除旧布新
陨身不恤 殒身不恤
陷井 陷阱
随声附合 随声附和
隐约其词 隐约其辞
隐隐绰绰 影影绰绰
雄材大略 雄才大略
集液成裘 集腋成裘
雕彻 雕砌
雨声浙沥 雨声淅沥
雪中送碳 雪中送炭
雷历风行 雷厉风行
震奋人心 振奋人心
震憾 震撼
震憾人心 震撼人心
震聋发聩 振聋发聩
震震有词 振振有词
非夷所思 匪夷所思
靡烂不堪 糜烂不堪
面面具到 面面俱到
鞠躬尽粹 鞠躬尽瘁
鞭僻入理 鞭辟入里
鞭辟入理 鞭辟入里
顶力相助 鼎力相助
顶礼模拜 顶礼膜拜
题纲挈领 提纲挈领
额首称庆 额手称庆
风云变换 风云变幻
风声鹤戾 风声鹤唳
风尘仆扑 风尘仆仆
风尘扑扑 风尘仆仆
风彩动人 风釆动人
风糜一时 风靡一时
风雨如悔 风雨如晦
风雨如诲 风雨如晦
风雨萧萧 风雨潇潇
飞声文坛 蜚声文坛
飞扬拔扈 飞扬跋扈
飞机着落 飞机着陆
食不果腹 食不裹腹
食不裹腹 食不果腹
饮鸠止渴 饮鸩止渴
饶勇善战 骁勇善战
首当其充 首当其冲
驰聘疆场 驰骋疆场
骄揉造作 矫揉造作
骠悍 剽悍
骠肥体壮 膘肥体壮
高官厚录 高官厚禄
高屋建领 高屋建瓴
鬼域伎俩 鬼蜮伎俩
鬼域技俩 鬼蜮伎俩
鬼斧神功 鬼斧神工
鬼鬼崇崇 鬼鬼祟祟
鸠占雀巢 鸠占鹊巢
鸩形鹄面 鸠形鹄面
鹄首穷经 皓首穷经
麻庳大意 麻痹大意
麻木不忍 麻木不仁
黄梁美梦 黄粱美梦
黔驴计穷 黔驴技穷
默守成规 墨守成规
黯无天日 暗无天日
黯然消魂 黯然销魂
鼎立相助 鼎力相助
鼓躁而进 鼓噪而进
龙盘虎据 龙盘虎踞
